L 16.2, 315.2, 0.0, 63.0, 312.0, 0.0, 175, 175, 175
L 101.4, -301.7, 0.0, 19.9, -317.7, 0.0, 175, 175, 175
L 312.0, -63.0, 0.0, 298.6, -102.3, 0.0, 175, 175, 175
L 238.7, -210.6, 0.0, 191.0, -252.2, 0.0, 175, 175, 175
L 317.7, 19.9, 0.0, 312.0, -63.0, 0.0, 175, 175, 175
L -101.4, 301.7, 0.0, -60.7, 309.7, 0.0, 175, 175, 175
L -60.7, 279.2, 0.0, 16.2, 279.2, 0.0, 175, 175, 175
L 63.0, 312.0, 0.0, 141.6, 285.1, 0.0, 175, 175, 175
L 210.6, 238.7, 0.0, 250.0, 193.4, 0.0, 175, 175, 175
L -60.7, 307.1, 0.0, -60.7, 279.2, 0.0, 175, 175, 175
L -141.6, -285.1, 0.0, -220.0, -235.9, 0.0, 175, 175, 175
L 176.1, -265.2, 0.0, 101.4, -301.7, 0.0, 175, 175, 175
L -238.7, 210.6, 0.0, -176.1, 265.2, 0.0, 175, 175, 175
L -60.7, 307.1, 0.0, -60.7, 309.7, 0.0, 175, 175, 175
L 265.2, 176.1, 0.0, 301.7, 101.4, 0.0, 175, 175, 175
L 16.2, 279.2, 0.0, 16.2, 315.2, 0.0, 175, 175, 175
L -220.0, -235.9, 0.0, -200.3, -235.0, 0.0, 75, 75, 75
L 285.1, -141.6, 0.0, 238.7, -210.6, 0.0, 175, 175, 175
L -285.1, 141.6, 0.0, -238.7, 210.6, 0.0, 175, 175, 175
L -176.1, 265.2, 0.0, -101.4, 301.7, 0.0, 175, 175, 175
L 19.9, -317.7, 0.0, -63.0, -312.0, 0.0, 175, 175, 175
L -317.7, -19.9, 0.0, -312.0, 63.0, 0.0, 175, 175, 175
L 141.6, 285.1, 0.0, 210.6, 238.7, 0.0, 175, 175, 175
L 317.7, 19.9, 0.0, 302.9, 19.9, 0.0, 75, 75, 75
L 178.8, -238.1, 0.0, 283.3, -89.3, 0.0, 75, 75, 75
L 191.0, -252.2, 0.0, 176.1, -265.2, 0.0, 175, 175, 175
L 250.0, 193.4, 0.0, 265.2, 176.1, 0.0, 175, 175, 175
L 298.6, -102.3, 0.0, 283.3, -89.3, 0.0, 75, 75, 75
L -285.8, -89.3, 0.0, -200.3, -235.0, 0.0, 75, 75, 75
L 302.9, 19.9, 0.0, 235.0, 193.4, 0.0, 75, 75, 75
L 298.6, -102.3, 0.0, 285.1, -141.6, 0.0, 175, 175, 175
L -312.0, 63.0, 0.0, -285.1, 141.6, 0.0, 175, 175, 175
L -223.0, -234.0, 0.0, -301.7, -101.4, 0.0, 175, 175, 175
L 301.7, 101.4, 0.0, 317.7, 19.9, 0.0, 175, 175, 175
L -63.0, -312.0, 0.0, -141.6, -285.1, 0.0, 175, 175, 175
L 250.0, 193.4, 0.0, 235.0, 193.4, 0.0, 75, 75, 75
L -301.7, -101.4, 0.0, -285.8, -89.3, 0.0, 75, 75, 75
L -220.0, -235.9, 0.0, -223.0, -234.0, 0.0, 175, 175, 175
L -301.7, -101.4, 0.0, -317.7, -19.9, 0.0, 175, 175, 175
L 191.0, -252.2, 0.0, 178.8, -238.1, 0.0, 75, 75, 75
